query_id,content_id,semi_negatives,semi_negative_count
627_A,189,"2100,674,1558,2173,1134,568,2263,2395,34,621",10
1488_A,2445,"748,519,481,79,260,1244,310,1751,1190,1205",10
496_D,2098,"617,231,512,2209,1925,516,340,1666,520,1881",10
122_B,1600,"2198,2044,1579,68,1125,1349,1966,2243,52,1576",10
303_B,648,"790,1230,1015,305,2531,833,2241,808,1052,1547",10
103_D,695,"85,1844,253,307,721,88,640,554,1814,1917",10
50_B,944,"1078,1183,1673,2546,2092,544,2172,1867,774,1587",10
612_A,1181,"2017,1894,1597,568,1579,67,195,1673,734,1270",10
1262_B,392,"196,1966,372,2144,1586,1887,447,2200,1124,2395",10
151_D,108,"1582,1387,2383,2016,908,1672,1119,1576,541,634",10
16_C,1659,"253,2061,1275,964,673,49,986,2248,1611,2430",10
49_B,1322,"17,2136,113,1765,403,312,1107,2001,1543,1051",10
111_B,255,"2236,1949,287,68,1331,1917,2499,207,2460,1939",10
1584_A,733,"1875,1619,1515,956,606,1275,447,1209,1711,944",10
1375_A,1157,"2065,2507,568,1628,1579,420,299,1725,964,2162",10
507_D,1316,"777,1983,353,1274,1709,1494,156,1941,1017,1648",10
268_D,563,"2158,898,1685,1340,128,77,2057,333,293,1773",10
1022_A,1025,"1729,2173,1023,304,1400,499,41,141,312,1125",10
1627_B,1585,"196,526,1167,1765,2215,432,1941,2532,1567,17",10
122_C,1923,"1823,68,2243,2044,330,2439,52,880,1579,1576",10
265_A,2517,"1333,686,372,972,51,2236,2365,310,1175,2383",10
1676_A,1954,"69,2514,774,1035,2519,1692,1571,1051,2066,1725",10
1205_A,1089,"1707,1387,1646,131,2183,930,2364,196,2349,1543",10
9_D,1312,"1067,1268,168,2424,439,2496,694,605,510,337",10
35_D,1973,"726,2133,1070,2044,1317,1515,1125,2541,673,774",10
1253_A,1761,"1548,2170,2173,839,1913,1212,659,1302,893,1908",10
278_D,550,"1435,1494,2158,1408,753,2381,260,1389,1729,407",10
1273_B,1668,"340,465,2271,1790,1780,240,454,464,1024,828",10
1429_A,735,"2291,2065,444,1846,435,1382,2356,245,1018,1452",10
1538_B,584,"1576,235,2188,2278,1219,1599,902,1229,2396,612",10
678_A,2135,"2264,1514,2046,1179,1134,878,301,937,1400,1123",10
1771_A,2030,"347,158,659,1880,538,888,969,825,1908,2164",10
19_B,2147,"1152,232,2066,1562,68,652,536,2408,1680,2223",10
1054_B,1914,"447,1924,1270,1955,1816,1056,1257,1078,1710,742",10
65_C,2245,"332,2020,271,340,2577,346,729,1266,1871,1543",10
301_D,829,"2454,236,272,8,1539,2443,1271,2394,867,1117",10
554_C,1704,"835,947,492,2530,337,563,1412,1773,523,1586",10
1658_B,332,"50,1986,1557,879,862,1551,1707,401,372,1361",10
1139_B,2345,"194,991,669,561,881,1545,1302,1712,2137,2394",10
232_C,1554,"1755,2240,2545,1593,1408,320,930,1324,2038,1311",10
665_D,1318,"101,1292,701,2291,2156,2161,235,1951,1851,2488",10
309_A,2373,"1206,315,2556,381,346,1523,1219,779,1538,2223",10
165_A,261,"1887,2449,2422,1722,2469,2533,2002,891,1266,2001",10
3_D,1180,"1238,1219,1960,943,1897,356,135,635,241,599",10
1618_C,402,"2086,535,639,1927,620,1539,420,2118,2174,194",10
582_D,2114,"1908,334,356,1025,1939,465,1417,337,1634,525",10
1646_C,51,"2394,1325,1972,2341,241,1252,373,590,1097,1331",10
496_A,267,"633,1925,315,1666,340,512,1735,1597,736,231",10
1275_D,114,"2460,35,1513,2232,576,1069,2036,97,561,2382",10
974_B,470,"910,2486,895,1279,383,1368,1304,1773,1056,2336",10
400_D,2330,"2144,72,1609,2346,822,2481,2525,878,1730,2172",10
1523_B,370,"1751,1576,1360,1324,661,52,1294,1666,1189,156",10
352_B,158,"1485,330,407,2043,1282,1239,1324,2083,31,1135",10
581_A,478,"1731,315,1908,2009,1672,1884,2376,2126,2139,141",10
28_B,1824,"2504,251,1453,1458,1937,45,330,301,271,2183",10
1242_C,996,"2066,553,1049,1266,1881,499,1645,1847,519,246",10
187_C,2329,"1670,1458,1887,840,1875,403,676,1387,372,908",10
694_B,1549,"340,1218,733,91,606,1134,68,986,301,1628",10
1222_A,151,"2349,195,567,189,376,2248,2405,1941,49,2254",10
1149_A,835,"1012,849,346,340,1634,676,1268,170,315,452",10
549_A,1986,"356,1615,68,1363,183,248,954,2148,635,253",10
1457_A,488,"1066,1803,779,312,2518,2541,1958,346,990,1244",10
1501_B,1256,"1599,1223,419,1479,538,1156,353,937,1916,1008",10
11_A,690,"2423,1128,713,563,1056,535,1894,51,1685,1539",10
752_B,1767,"1119,1597,536,357,1000,2520,2533,624,250,2469",10
71_D,378,"2100,2184,919,1000,2054,1617,248,1849,1688,889",10
1779_C,2007,"1943,2210,1426,465,383,1729,1125,2091,1427,1815",10
783_D,166,"524,1691,977,1565,1707,2324,1814,2142,2068,1743",10
1653_B,2026,"2080,43,2137,87,464,35,576,1071,1099,1685",10
1824_C,673,"1047,1362,383,898,1986,41,1139,16,238,1387",10
1303_A,2423,"2236,2554,644,872,2455,2312,1406,1281,640,2373",10
958_C,1022,"568,1181,2576,1610,516,752,2274,1983,1558,744",10
577_B,2537,"1515,990,2133,1751,195,2520,677,2447,1894,1478",10
476_D,1469,"1152,1692,891,2552,990,1894,2093,733,1814,69",10
1312_C,1794,"332,1538,1020,2428,2408,514,1254,260,1387,1761",10
1818_D,820,"893,1538,2373,2078,1894,916,72,1302,1129,2398",10
453_A,1055,"1773,902,1389,889,2489,2494,158,2158,446,912",10
956_B,213,"1517,1576,1894,955,312,1422,1206,996,2356,403",10
1487_D,441,"187,30,2356,420,835,240,2271,1644,273,1244",10
1825_A,281,"925,240,1949,2452,356,1481,282,639,2102,451",10
50_C,544,"1078,1887,774,2092,2172,2546,1182,1183,1867,394",10
1868_A,801,"1543,1640,1281,2521,2424,9,530,97,1550,570",10
1284_D,1619,"901,2023,195,1751,2199,1128,1179,175,15,1908",10
607_A,308,"111,1999,1822,1478,247,1515,857,1759,245,1163",10
334_C,760,"1894,2553,1707,1424,1015,2309,69,1586,1183,824",10
668_C,1264,"330,924,2507,1887,399,1910,2508,2518,45,2252",10
938_A,2109,"1999,1690,1251,1915,1729,1031,373,1024,2019,1274",10
757_C,458,"1024,45,1944,1942,195,947,1408,1576,2011,340",10
618_D,2361,"2158,2033,1619,774,1692,2074,1578,1221,777,2066",10
128_B,77,"1093,81,462,911,2022,2383,2085,891,2209,1360",10
1714_D,381,"1972,2158,1566,956,619,1840,2405,848,1209,1804",10
1062_A,1764,"1881,1237,1282,2359,312,2541,662,1983,1924,403",10
868_C,2438,"1473,234,2217,2046,1958,2533,1800,1400,1324,1088",10
1325_D,1244,"659,779,2422,2306,1135,1458,1311,1544,947,937",10
497_A,576,"2174,2009,1587,1942,1224,1971,68,113,1128,1056",10
121_B,1324,"1729,1128,1584,196,1972,1691,1942,471,2586,2080",10
1350_C,1628,"30,1915,35,1597,709,1408,2488,2408,995,1181",10
190_C,644,"1814,1659,240,646,1942,1588,1326,2397,642,745",10
105_D,1791,"2341,83,100,2193,2059,841,1926,88,1686,773",10
1452_B,1924,"2373,2586,444,1814,1435,2070,1278,1713,1464,1134",10
796_B,2352,"1562,1983,1894,1941,969,1543,1325,1459,1311,1999",10
1675_C,1613,"304,857,1125,1971,1765,204,2569,100,1314,2423",10
1197_C,1623,"352,831,196,1119,1408,2154,2221,1302,1840,1561",10
190_B,644,"240,219,2232,646,1942,2397,1588,1326,615,745",10
204_C,2327,"1708,1215,1447,1609,285,399,659,72,1673,68",10
1241_C,1766,"1999,969,26,1881,835,975,2502,346,384,2408",10
107_B,839,"1424,1004,1637,1551,1542,1515,2023,1729,2248,855",10
1470_C,1364,"1554,499,2457,2252,2153,995,215,1128,1317,1211",10
1263_B,2209,"2277,791,2530,2585,1282,1765,162,840,2046,1975",10
694_C,1980,"91,733,1088,885,1566,538,986,301,1134,1429",10
316_C,380,"901,2350,561,1341,1905,2546,2100,2144,2346,1270",10
468_D,779,"203,974,531,2541,484,1323,1908,2148,857,403",10
1634_C,1675,"874,1128,1742,2271,336,499,1628,1244,1078,1012",10
1450_C,1687,"2452,1509,2336,1292,640,26,1897,1321,2508,1931",10
944_D,1834,"346,244,1814,136,1128,1680,73,2252,1092,170",10
1660_A,1695,"1044,74,1576,617,1783,1631,1540,2277,1614,2530",10
16_A,2378,"673,1864,964,1408,986,1275,1611,1018,49,2248",10
155_D,1788,"1815,457,635,2050,2226,814,1725,2056,2490,1686",10
210_A,2392,"736,1727,336,941,874,1377,25,2092,467,1435",10
375_B,110,"1848,269,1729,2278,2014,2232,972,1588,219,1292",10
1855_C,474,"1078,865,2074,1624,944,2350,857,1024,959,1051",10
1364_A,2102,"883,1229,1056,1733,451,625,1970,935,1882,1949",10
1657_D,1320,"2044,1359,1317,72,847,726,1692,1609,1182,2133",10
1273_D,618,"1112,514,1292,1277,1078,1565,568,340,1610,2530",10
490_C,2579,"835,2383,98,652,633,172,1599,1,885,2170",10
842_B,1715,"659,1799,1492,250,2136,2162,2387,2429,1622,777",10
685_C,2150,"930,319,2583,1814,1244,1631,356,499,2277,627",10
448_B,2547,"708,694,1834,420,1919,60,57,1576,2031,244",10
1263_C,196,"2507,1128,346,580,1614,676,2585,2277,1900,840",10
149_A,397,"1887,1035,399,745,687,2224,1576,499,2271,1634",10
469_C,1166,"1469,1820,1274,684,1711,1841,1280,1799,2399,891",10
1835_D,300,"2172,2126,1848,1230,242,175,384,2449,2225,941",10
660_A,1896,"196,727,244,2465,81,1541,1942,2586,2014,536",10
1232_D,1402,"1012,2158,45,878,467,1605,1742,134,1981,734",10
1520_B,1303,"857,256,1506,1704,514,1231,2161,1877,1401,1917",10
1641_D,1126,"1485,536,1921,2215,240,2065,196,1707,627,1006",10
1482_B,1997,"2186,943,2394,1344,48,1056,1539,1281,1813,155",10
785_D,1426,"644,2370,444,1444,653,1125,2100,1252,2300,1344",10
1723_C,2131,"1543,533,298,2009,975,94,1093,580,621,1433",10
1022_B,1288,"1400,764,2173,304,1125,141,499,616,41,312",10
483_A,828,"1746,1773,2554,1788,2197,2213,2450,465,1012,554",10
1316_B,1885,"2221,536,199,1134,1035,1552,958,1781,373,1284",10
990_C,986,"1566,2021,1637,2133,1246,1241,172,495,2093,1717",10
23_D,2437,"1849,2278,1772,2060,2500,2365,1896,1340,1000,2382",10
72_B,2113,"2106,630,2424,420,1888,1044,1999,1735,900,31",10
1784_D,1883,"1112,709,570,2560,1047,2334,2490,134,1712,1725",10
911_D,1416,"1312,403,759,1751,1672,1644,1024,2532,727,1908",10
759_B,709,"1169,312,1252,910,941,808,1078,1628,1057,2518",10
1724_D,2565,"330,567,1729,1403,1383,2469,2306,699,380,1135",10
1137_D,2516,"642,274,2453,1588,465,534,287,2508,2488,644",10
863_B,1416,"1152,58,2504,2001,1852,1125,1131,1275,1219,1179",10
1353_A,2512,"1378,968,1628,2306,171,195,774,2263,1644,4",10
37_A,848,"937,891,1374,907,250,1156,58,371,1221,1048",10
1676_B,1645,"1424,686,1571,1725,1051,2514,2187,535,1975,1624",10
504_B,224,"2248,1238,1144,2500,594,136,2373,1662,51,1721",10
297_A,1393,"2311,927,182,1612,2210,1882,2267,2025,1999,1986",10
1274_C,287,"307,432,2184,2036,1917,1340,2382,992,646,640",10
1191_A,1924,"1439,1566,580,1800,287,136,2221,673,1432,1900",10
1860_D,245,"1937,566,240,736,840,287,1128,1111,1558,1949",10
684_A,2203,"2258,659,1587,1875,2317,169,45,2381,2469,2154",10
863_D,1374,"58,975,1852,1463,1275,435,1131,2001,1125,1523",10
1814_D,1066,"1722,1093,934,1939,373,49,1458,312,310,1670",10
1189_C,1764,"58,479,2306,1042,2541,1941,1881,403,1006,301",10
741_A,196,"1179,1494,533,65,1814,636,256,1181,1190,1408",10
1011_A,2155,"1381,420,1049,432,1282,1791,1726,1836,620,1729",10
944_C,553,"1644,170,1134,1268,634,33,1092,617,2252,2284",10
183_B,1252,"912,612,2197,1830,2332,499,1788,649,902,1972",10
1687_C,388,"1119,1894,587,1078,251,580,2096,795,1875,1982",10
1560_A,915,"1983,2383,1229,1894,60,964,2505,2519,1847,850",10
864_B,1291,"568,81,1978,2080,334,1020,200,141,484,2158",10
1631_A,1216,"1568,1003,2268,1036,141,594,2194,2080,1635,1067",10
869_B,2006,"1027,120,2343,874,888,867,475,238,2158,2187",10
252_C,2436,"951,319,1729,1691,2037,1112,1904,1390,2184,1949",10
1676_C,1120,"686,1424,774,1975,2514,2187,1051,1725,535,1624",10
69_C,906,"1565,1370,1222,365,1091,2538,1716,196,248,2340",10
945_A,1449,"1057,2023,392,959,930,1538,2532,1941,373,1243",10
1434_D,1164,"774,1125,271,673,505,1110,2585,484,1709,1377",10
871_A,910,"1883,746,1844,1668,2408,1134,2373,1024,157,618",10
1485_B,55,"2264,2113,1363,1389,553,1597,1400,1697,1244,2277",10
1164_D,2318,"898,1494,2184,535,1045,1704,1530,2382,2271,463",10
342_B,599,"1229,1012,141,2336,1908,969,271,857,2251,1370",10
327_A,1379,"1157,1619,1128,22,1355,1244,893,356,944,2123",10
511_C,1048,"1081,317,579,2034,98,1143,2100,652,825,553",10
201_D,2511,"68,1777,665,576,1133,866,1219,2146,1036,47",10
649_D,638,"2541,376,1078,1190,774,679,1894,1908,1204,403",10
259_C,767,"878,1983,508,2187,1408,1814,699,1564,862,1765",10
947_A,762,"959,683,2271,68,435,2070,947,1323,420,930",10
591_D,648,"1302,1057,449,85,455,2531,2025,743,1939,700",10
25_C,2359,"153,1067,373,2408,2519,2552,1125,969,210,1902",10
1013_C,1513,"1481,2037,701,2283,569,26,1224,1610,2049,1978",10
942_B,1487,"525,1939,2324,280,1448,2240,967,2106,2175,553",10
1025_B,384,"88,256,1368,843,1294,2573,1707,2100,1214,2278",10
768_D,126,"1227,1378,1042,2518,1460,203,619,1576,1579,484",10
633_C,969,"840,1125,1751,1610,2383,2221,954,1239,1562,132",10
432_A,481,"1570,539,1796,1340,851,460,283,1972,156,11",10
1523_A,1146,"1324,1751,1294,1360,661,52,1576,1666,1562,156",10
235_C,2265,"1549,2367,2340,169,1441,1184,1908,1035,2518,1478",10
1324_D,1646,"147,1350,2154,2420,2320,2449,2430,2356,2130,1266",10
189_B,736,"774,1111,2148,541,840,536,1473,947,958,2221",10
1632_B,1116,"995,1614,1672,2277,516,107,857,1247,1692,1915",10
492_D,1960,"841,872,618,1815,1646,2248,1363,2408,1015,1729",10
1617_B,609,"1954,2170,240,1551,1275,1840,2349,1711,1142,232",10
533_C,438,"990,2463,606,2173,1980,1578,676,14,715,848",10
77_A,925,"2146,563,2488,1266,2586,2100,1214,591,1041,2282",10
934_B,1458,"291,1294,432,635,1282,1751,1244,1278,1474,2184",10
1456_C,2445,"1494,1941,481,634,791,2263,340,1015,749,1882",10
220_C,306,"33,498,637,1212,2318,1271,1970,1229,134,175",10
1539_A,603,"420,1908,2226,1565,2174,1864,584,2408,2552,1634",10
1218_B,1831,"773,2564,553,857,1661,2489,1049,270,1389,2340",10
2_C,1287,"2173,1731,30,908,1229,2074,1725,1983,357,990",10
481_B,2185,"2303,1170,2422,151,1894,1648,1294,936,1553,1677",10
1366_A,1720,"1110,1128,1625,1731,1737,357,1998,478,1377,2271",10
1608_A,2101,"303,334,2001,1190,908,2185,1244,1634,2048,1558",10
1065_B,1568,"665,585,1294,1726,1834,515,415,1512,1971,1047",10
242_D,1158,"2306,202,857,1983,1128,1672,403,2429,45,2518",10
563_B,2586,"1983,2252,1634,201,699,1814,519,1562,874,1125",10
914_D,1661,"639,607,1975,68,1678,2161,2394,1894,1814,274",10
199_D,1263,"2384,2133,68,30,986,703,1429,2148,1231,1634",10
983_B,1332,"1078,1266,74,1941,301,2136,1571,580,30,520",10
1517_C,2046,"2068,1728,44,1614,1540,2541,1925,2552,452,1506",10
1858_B,1029,"924,2080,2221,1978,377,2544,11,591,2371,1576",10
375_A,181,"307,269,1729,2014,2278,1588,972,2232,219,2060",10
656_A,183,"1672,2175,1266,1939,223,1485,1887,2349,2552,525",10
1317_B,201,"2065,399,1251,1044,2291,893,2000,1717,1317,1628",10
1865_D,1258,"1128,1527,2158,184,843,964,1628,1953,2554,1935",10
618_B,800,"2547,2074,2033,777,1578,1221,1820,1619,2066,1692",10
1417_D,1530,"1733,1000,1868,977,1917,401,2425,2184,2106,76",10
1181_C,1043,"1741,1678,2210,444,1765,553,2283,271,646,1509",10
778_D,1017,"1360,1128,499,2349,240,1648,195,676,1323,902",10
221_C,1677,"30,312,774,814,2211,301,1795,1015,2113,1576",10
1654_D,832,"2158,862,2031,2113,1282,708,1224,954,231,256",10
629_D,1622,"403,336,1152,2323,1596,862,2065,1207,791,68",10
398_C,1824,"2018,1558,34,602,959,1205,2200,1485,2100,1639",10
1759_C,635,"1371,1986,914,584,240,1311,1057,1125,774,475",10
1772_C,2341,"625,561,1106,1661,236,1344,48,1741,644,2569",10
137_A,11,"635,1713,2031,1917,1773,85,2080,2425,2402,1370",10
478_A,123,"60,301,619,2035,15,58,2323,1525,2133,744",10
511_A,32,"1081,579,553,1812,2172,1143,1624,652,825,2520",10
857_A,834,"2494,1244,158,923,2518,1971,1383,2252,1378,2408",10
100_B,1396,"499,624,2394,1599,1430,1029,1819,2151,2318,1777",10
1138_D,2398,"2215,2373,172,1008,888,1218,2277,2147,1972,907",10
1223_C,2519,"1925,2414,1971,1569,1115,1044,2472,403,1277,1388",10
1093_B,1264,"1078,1741,644,1311,1939,1975,2351,1184,2009,123",10
773_D,1074,"403,486,1311,2187,2271,634,915,1091,2422,1971",10
1714_B,2399,"1840,1400,956,1881,1711,1142,394,195,2147,2170",10
182_A,547,"885,2158,1266,1181,2274,2474,633,2271,2247,1894",10
601_C,1746,"1183,312,33,1224,1012,1975,1943,274,2432,1176",10
1334_B,2569,"2488,1949,2177,1012,910,1939,1802,271,1877,637",10
822_B,2544,"1768,1704,803,334,68,2324,1229,967,1370,1012",10
647_A,19,"1800,2001,840,553,524,536,301,941,2402,58",10
1106_B,404,"2072,1721,1906,2370,1539,1783,1599,764,280,1886",10
775_C,427,"878,1361,1128,1564,536,1067,1231,674,2044,2001",10
1796_C,1192,"829,615,2370,1056,398,1219,2031,1899,686,570",10
331_D,1920,"330,128,1835,1277,444,1568,1805,2173,2184,57",10
626_A,2302,"1543,423,1939,1814,1599,253,1128,2100,1763,1960",10
863_C,408,"1566,58,1131,1852,1152,1275,435,1125,2001,2533",10
1238_D,389,"25,2028,1538,987,72,244,403,299,372,347",10
1209_D,2296,"1293,568,505,1383,1365,937,1370,1978,2381,1378",10
1391_A,1766,"969,1125,930,2408,891,319,1421,330,1728,1256",10
783_B,141,"524,1565,1691,977,1707,1814,2324,2142,2068,1743",10
1597_D,127,"2512,502,634,1134,1597,2258,835,1163,861,478",10
1055_B,1655,"2009,2558,1015,908,1184,1143,1135,1807,58,1008",10
1346_B,1869,"49,1300,1311,1049,829,1591,111,153,2173,1494",10
108_A,2143,"1834,2070,1134,1051,1648,1119,1690,673,202,1361",10
1550_C,2084,"974,857,2586,1035,1403,734,1751,553,223,2469",10
1752_B,1513,"2109,26,925,1512,2370,1584,590,1716,1733,576",10
1012_B,1443,"347,2009,52,593,2422,1343,516,231,2017,1134",10
1570_A,879,"1597,1610,969,79,947,1181,6,2139,1049,1377",10
1515_B,601,"898,2502,1475,1951,2145,851,76,1390,972,1047",10
1683_C,1294,"1999,727,1091,407,1278,1444,1231,1311,1325,874",10
87_C,212,"196,642,840,1994,2221,1751,1777,2031,383,688",10
387_B,1864,"1566,2484,1142,825,1515,2164,120,2223,1134,2009",10
1514_B,2092,"456,2000,1515,857,245,1983,1207,1400,2272,79",10
117_B,105,"435,2271,1523,613,2356,1791,1894,1975,1184,1142",10
1381_C,452,"2469,1485,120,94,908,1549,891,1301,2173,598",10
1072_D,872,"1483,1271,2351,570,1725,943,1886,972,1997,2278",10
380_D,39,"2408,1739,726,1359,1692,840,1619,2044,2541,1939",10
10_C,583,"2383,2272,1942,1597,1866,891,1631,1814,1051,713",10
130_C,2475,"1554,346,1279,617,2277,2215,536,1278,2518,1806",10
1314_C,2110,"1814,66,2173,2272,1524,2422,1942,1051,2034,1323",10
759_C,1295,"1190,481,808,312,1078,1628,941,1692,1057,2518",10
1264_C,1066,"2126,79,934,975,1881,1205,30,153,2541,1644",10
1521_A,2504,"2005,653,568,686,1686,1325,1554,312,2554,1813",10
31_C,1272,"1078,955,1323,1651,1408,996,2342,1206,1125,2291",10
1760_B,44,"1049,1692,1206,1634,891,1814,2217,969,1850,941",10
223_A,77,"2085,2001,2431,673,107,1834,1091,1278,1360,1044",10
315_A,172,"937,546,954,1075,1908,58,98,744,580,2399",10
1522_A,1118,"1814,68,762,1565,1794,747,1727,1879,1049,584",10
767_D,1509,"2460,644,304,2226,1229,2508,1007,1934,635,1731",10
625_A,619,"353,733,1166,2066,988,1692,609,1152,1621,1894",10
1796_B,1321,"615,1899,355,829,2370,1985,1527,570,2031,840",10
1600_B,2043,"1882,1978,1751,1660,1304,499,902,1000,2513,401",10
258_B,488,"1051,2172,1282,1663,312,779,1628,373,1403,1958",10
1715_B,2447,"1282,1634,458,2429,893,1246,2463,2520,519,941",10
1530_C,1172,"30,520,1433,676,710,1214,1614,240,779,583",10
841_B,1616,"210,372,1761,1292,644,2178,312,2065,995,111",10
371_C,860,"2365,241,1483,1325,769,2362,2468,87,415,1565",10
1483_B,659,"2034,1659,1548,1841,181,2399,112,839,956,381",10
1779_D,870,"576,2210,1125,465,1729,383,1426,2091,2158,1395",10
973_C,1756,"1359,1675,1692,1908,2154,240,847,2481,760,427",10
33_C,961,"2106,740,229,1814,1860,1999,284,972,1049,280",10
14_C,1529,"409,1035,1543,2532,947,1317,2291,2458,1474,1587",10
388_D,2412,"409,587,1632,2126,901,1408,1219,1954,1124,937",10
4_D,1818,"1579,1181,2291,944,569,1441,2187,2408,1939,2100",10
297_C,1790,"1612,1729,88,1986,2025,1325,1815,841,1882,1999",10
1641_C,1992,"2116,741,774,22,1942,1921,1444,1543,301,2546",10
524_D,2230,"687,1209,30,1494,334,499,831,2408,1458,120",10
1743_C,904,"774,1078,1632,372,674,2402,1024,403,1908,579",10
1678_A,509,"1729,2397,898,2269,2252,179,1736,2044,1587,2246",10
378_C,2368,"1452,687,957,1799,1078,1538,123,2162,924,2484",10
153_B,1717,"1274,891,14,1751,403,79,2167,2586,674,1939",10
1660_B,2326,"1856,1044,2215,1576,2530,1277,74,303,1783,1540",10
404_D,1164,"1110,673,1666,271,1881,1941,969,481,1805,2494",10
884_B,565,"1578,2187,774,1131,2001,1134,1219,687,1179,1130",10
447_C,2087,"256,481,482,944,533,1245,30,1214,1634,516",10
725_A,481,"1183,330,1765,1024,1244,1408,1576,617,1190,2264",10
59_D,1601,"344,635,674,2187,2548,1204,2173,1282,566,1219",10
737_D,1140,"882,2263,2513,1181,1408,1814,315,1983,1894,820",10
526_A,2303,"1045,1839,492,1765,2184,2492,1842,900,1067,280",10
73_C,1248,"2303,1619,794,1244,153,2173,761,1128,50,2044",10
921_D,2330,"2481,1355,1157,1861,901,1576,2055,1759,409,2308",10
1651_A,515,"204,1509,2156,1199,1931,635,396,2486,912,1815",10
813_B,1508,"1020,2373,403,667,1971,1939,2110,312,24,2533",10
1473_A,1150,"891,1731,1208,1609,584,1538,902,791,2215,249",10
1153_B,1851,"2336,2271,1729,615,1978,312,1056,2516,315,309",10
1482_C,1483,"943,48,2394,1219,2186,1056,1539,1813,1281,155",10
765_C,2025,"2423,527,646,1543,410,141,2283,1729,1612,1661",10
1576_D,2454,"2382,236,1419,764,1543,2453,1835,384,432,534",10
727_D,2389,"553,1378,519,2183,1231,2383,373,2530,162,1058",10
1017_A,2217,"195,621,1751,736,2221,1432,74,1485,407,200",10
1178_B,1606,"2114,1751,1266,1469,1049,2248,2271,1800,195,59",10
1597_B,136,"516,481,74,301,1729,2508,1135,520,256,1282",10
156_A,1104,"1008,2154,2311,353,1599,1208,1048,2148,2398,2178",10
903_A,1836,"625,1588,1726,1897,1685,1763,1607,840,2177,1944",10
504_C,1697,"2248,1144,1238,136,2500,51,1944,2373,594,1721",10
86_B,217,"2406,1008,1634,2100,317,1711,1190,2383,15,44",10
148_A,760,"2408,153,169,2323,893,2368,671,1223,1538,1166",10
1786_B,70,"862,1362,905,2449,1231,141,1921,639,1576,2344",10
207_D,220,"673,2131,1939,2046,1004,617,1682,59,14,2422",10
1452_C,176,"2100,2373,2148,2586,444,1278,1814,2070,1134,1713",10
95_D,105,"513,541,613,1223,914,371,15,310,2373,1300",10
520_B,1730,"50,761,1244,2217,2271,1274,2227,2525,189,2254",10
1846_A,162,"1143,30,1599,2518,2489,403,2124,633,755,1213",10
731_C,2576,"1494,1435,444,45,356,499,703,1325,2488,762",10
1342_C,283,"2080,1282,226,57,1318,725,947,2443,2334,333",10
