query_id,content_id,hard_negatives,hard_negative_count
1339_D,1897,"923,2266,625,2365,415,51,1908,1707,280,2334",10
627_A,189,"1900,2055,1898,2305,971,911,1282,1294,2469,2148",10
1488_A,2445,"64,2316,909,960,561,1729,1012,484,1634,1219",10
496_D,2098,"267,2085,1116,346,1680,1507,2586,1729,1834,519",10
122_B,1600,"1923,880,1530,1045,991,2457,377,2391,1623,1998",10
303_B,648,"2056,746,554,1423,910,877,1545,192,686,2204",10
103_D,695,"867,669,1325,590,808,2105,1835,2397,686,2388",10
50_B,944,"544,964,2272,1051,1983,1398,424,2278,1485,2402",10
612_A,1181,"1024,975,744,347,1134,980,2481,153,2278,579",10
1262_B,392,"1966,650,1006,41,2368,377,2457,1623,2278,1998",10
151_D,108,"692,1115,1569,558,1411,672,713,1631,1716,52",10
16_C,1659,"105,2378,1129,2314,735,499,561,1302,312,357",10
49_B,1322,"2281,1179,2278,561,1219,1773,1972,1978,299,1729",10
111_B,255,"1351,1528,137,527,423,773,1279,789,2394,2161",10
1584_A,733,"1749,1152,744,1008,609,1621,1621,2278,561,1576",10
1375_A,1157,"1817,1105,1705,794,399,1315,2033,2278,1809,2552",10
507_D,1316,"1119,249,1008,1207,2306,2278,1219,561,1972,1773",10
268_D,563,"1269,1949,1541,2465,556,1481,2508,1942,141,263",10
1022_A,1025,"1288,1532,1943,2564,1842,444,1430,1224,561,810",10
1627_B,1585,"790,2286,489,119,1037,989,991,2507,509,1603",10
122_C,1923,"1600,880,1045,1073,2243,2457,377,2391,1623,1998",10
265_A,2517,"307,615,2227,1044,192,590,457,996,1183,1985",10
1676_A,1954,"1645,1120,928,2444,1651,2505,187,1210,1520,273",10
1205_A,1089,"2367,1575,1794,1409,111,1132,1511,148,1219,344",10
9_D,1312,"1234,1889,362,2380,2497,594,47,141,642,1475",10
35_D,1973,"1965,61,1341,67,394,39,329,145,1622,1270",10
1253_A,1761,"1538,31,1977,1976,1237,2278,561,2311,749,1599",10
278_D,550,"1612,2469,2049,1880,1660,561,863,1682,2520,1139",10
1273_B,1668,"618,982,1455,1678,935,833,2560,519,2278,1815",10
1429_A,735,"2428,1371,1646,624,1302,1538,499,1761,31,312",10
1538_B,584,"1996,1565,2345,1802,1292,743,867,1835,686,669",10
678_A,2135,"511,2019,2119,1119,2565,1634,1978,1773,1219,1972",10
1771_A,2030,"1667,1305,1542,1660,561,1316,1119,1682,2373,1128",10
19_B,2147,"1916,907,2463,1088,1048,120,1549,633,749,172",10
1054_B,1914,"1955,2368,292,2364,317,1794,1511,111,1132,344",10
65_C,2245,"2316,341,1324,2436,1205,1044,1735,2070,1012,1388",10
301_D,829,"2334,415,1344,1964,431,1192,219,1707,356,793",10
554_C,1704,"2095,7,439,1635,1630,2045,1896,1743,401,1849",10
1658_B,332,"766,1832,383,2544,2420,330,16,970,1753,1617",10
1139_B,2345,"2554,1671,1565,1996,584,2072,743,2204,1325,1802",10
232_C,1554,"59,1610,1693,109,331,519,2215,266,243,1267",10
665_D,1318,"2312,570,1281,1927,2241,1351,1370,561,1949,282",10
309_A,2373,"565,249,120,1206,2542,1184,1549,916,2066,1374",10
165_A,261,"1319,521,2125,2411,2431,561,1634,2278,1972,1219",10
3_D,1180,"2493,515,2394,465,618,2432,1851,226,2218,1370",10
1618_C,402,"816,1927,423,1746,1370,2025,1959,1837,2241,450",10
582_D,2114,"2131,978,1714,103,994,1724,1012,1219,1994,141",10
1646_C,51,"1908,2059,1707,2300,923,1897,280,725,2334,2106",10
496_A,267,"2098,1417,727,2008,1680,1507,2586,1729,519,1834",10
1275_D,114,"1997,875,1917,1368,1513,2365,625,1707,1791,280",10
974_B,470,"797,576,2041,1990,1572,1836,883,226,1877,2210",10
400_D,2330,"1675,739,2033,1379,1605,399,2162,1529,2254,824",10
1523_B,370,"1146,930,1233,1728,1110,2291,1219,1729,1266,94",10
352_B,158,"82,1672,15,1941,55,195,212,1219,379,156",10
581_A,478,"2489,686,524,902,1882,2296,2583,484,183,713",10
28_B,1824,"878,670,2109,1474,673,561,1773,1978,2278,1972",10
1242_C,996,"1520,1169,457,2583,686,2050,441,1183,1210,1219",10
187_C,2329,"1155,1717,58,561,2278,1634,2100,2311,2158,2173",10
694_B,1549,"1980,317,1075,202,1280,1048,32,2398,79,1576",10
1222_A,151,"2525,2288,2323,245,447,1619,2278,561,1576,153",10
1149_A,835,"759,1091,1834,68,196,1219,1311,1729,519,2221",10
549_A,1986,"2208,2428,2558,942,499,2100,644,1015,312,624",10
1457_A,488,"2051,1226,1011,1670,1066,1634,561,2173,2278,2100",10
1501_B,1256,"1766,859,418,891,167,1540,2398,1593,59,979",10
11_A,690,"2118,1574,2337,1219,2241,1783,561,356,1325,793",10
752_B,1767,"252,2192,86,1975,2344,1310,1773,2278,561,1972",10
71_D,378,"1887,2435,1102,2416,2443,2508,600,1586,1029,989",10
1779_C,2007,"870,450,2348,1608,338,207,207,1959,1837,43",10
783_D,166,"141,117,1537,876,1487,379,1735,1012,1044,156",10
1653_B,2026,"772,2155,797,1633,2572,2267,1056,2334,2106,2266",10
1824_C,673,"2172,1887,884,31,2196,1761,1224,2508,2443,561",10
1303_A,2423,"1176,204,646,1970,527,1851,2189,2394,1886,517",10
958_C,1022,"2480,2582,2084,2017,1670,557,183,561,484,1030",10
577_B,2537,"1263,2195,2201,2278,561,1128,857,2100,1057,679",10
476_D,1469,"329,2510,2021,606,1825,318,1759,1396,804,2191",10
1312_C,1794,"1255,164,1508,1563,724,965,2257,2367,1025,2548",10
1818_D,820,"1358,986,1207,1469,1976,2038,1057,749,2278,50",10
453_A,1055,"142,961,1737,1582,2228,1925,2376,713,672,2472",10
956_B,213,"1954,852,1050,2244,1645,784,2505,865,1219,1183",10
1487_D,441,"1520,1210,865,2050,1782,1183,996,457,1219,2100",10
1825_A,281,"1419,2357,1425,182,1513,2137,1389,1917,977,1149",10
50_C,544,"944,964,198,2200,2002,1398,424,2278,1485,2402",10
1868_A,801,"95,2572,411,92,537,1056,2267,1061,1633,2106",10
1284_D,1619,"2055,2254,394,339,151,2278,561,2002,2187,1035",10
607_A,308,"376,1070,447,456,2092,1622,2112,2023,531,914",10
334_C,760,"2242,1715,2308,1132,1511,2065,2548,1219,344,1222",10
668_C,1264,"2152,375,2198,1306,1966,1823,2069,377,2457,390",10
938_A,2109,"815,2203,2191,2185,1282,1978,2469,1773,1805,941",10
757_C,458,"1948,2539,575,656,2270,674,520,2389,1012,2285",10
618_D,2361,"800,1955,2503,2138,1786,658,1396,2368,1759,2191",10
128_B,77,"656,1026,2285,102,220,2270,458,2389,575,315",10
1714_D,381,"2399,1156,1621,1008,609,1152,234,2278,561,1576",10
1062_A,1764,"2314,717,1809,1047,644,1814,561,2278,1839,2100",10
868_C,2438,"1634,1773,831,2408,1978,1941,2278,1972,1408,1805",10
1325_D,1244,"2504,2321,1708,539,22,1078,60,1773,1978,2278",10
497_A,576,"226,268,1399,470,2210,207,1608,561,1836,1389",10
121_B,1324,"1214,1743,471,771,337,130,1417,1896,2500,1849",10
1350_C,1628,"1051,1983,2272,964,2125,1577,1378,561,1814,1634",10
190_C,644,"221,181,21,372,499,624,312,1302,1646,561",10
105_D,1791,"8,1389,625,2365,415,1997,1483,1707,1897,356",10
1452_B,1924,"176,662,1458,49,279,960,1219,136,383,2339",10
796_B,2352,"446,952,1447,1750,15,2175,1012,484,2541,1881",10
1675_C,1613,"723,651,297,1851,2394,1219,793,1325,1942,0",10
1197_C,1623,"491,1392,631,377,2457,1507,1998,392,390,2552",10
190_B,644,"221,181,21,372,499,624,312,1302,1646,561",10
204_C,2327,"874,2565,2546,1016,539,22,1078,60,1773,1244",10
1241_C,1766,"1256,1235,688,783,471,265,2070,2436,1735,2142",10
107_B,839,"609,1008,371,2134,1152,1648,2173,561,2278,1156",10
1470_C,1364,"2470,529,2069,1186,227,1264,1560,1457,953,377",10
1263_B,2209,"196,1834,73,1091,68,2519,1219,1773,661,536",10
694_C,1980,"1549,317,1812,1280,1463,1048,32,2398,346,79",10
316_C,380,"739,409,1876,539,1402,1529,663,2390,2162,1460",10
468_D,779,"2431,1845,1403,2326,1082,1634,561,2278,2173,1972",10
1634_C,1675,"2330,1317,1359,1379,2392,2390,663,1219,2278,958",10
1450_C,1687,"2355,1007,1399,1877,926,1176,423,1279,2106,2394",10
944_D,1834,"553,835,759,73,2209,2519,196,1219,1311,68",10
1660_A,1695,"2326,1690,260,1644,2046,2586,536,1641,519,1834",10
16_A,2378,"105,1659,735,1452,312,499,561,1302,357,1646",10
155_D,1788,"2332,1883,2450,1175,396,305,2388,2353,2197,867",10
210_A,2392,"1379,1248,1809,1315,1876,663,2390,1529,1165,739",10
375_B,110,"181,1386,992,935,1707,1543,432,2184,280,2106",10
1855_C,474,"1863,273,1484,230,588,1074,1120,1520,1210,457",10
1364_A,2102,"2493,1719,1419,235,1917,2432,1041,85,2394,1370",10
1657_D,1320,"1673,619,1204,2123,1632,318,145,2191,1756,1033",10
1273_D,618,"1668,1180,935,1790,833,982,2278,304,519,561",10
490_C,2579,"1624,1479,984,1173,1841,986,2034,2484,1142,687",10
842_B,1715,"2308,1542,760,2242,2073,1424,1204,679,579,1840",10
685_C,2150,"710,1702,1373,2228,1231,519,1554,1693,1610,266",10
448_B,2547,"2520,1241,394,2458,832,2349,383,1219,1772,136",10
1263_C,196,"2209,1091,2519,68,661,661,1219,1773,1729,1834",10
149_A,397,"2346,691,2319,1677,1349,2456,632,1059,365,188",10
469_C,1166,"169,172,774,1578,1431,493,1048,1909,749,1549",10
1835_D,300,"2371,1753,788,1519,2433,1586,1579,1219,2168,2278",10
660_A,1896,"1417,130,1499,2491,1974,1324,1214,2500,1849,1390",10
1232_D,1402,"1379,1988,2412,1876,1605,2390,1529,663,739,1165",10
1520_B,1303,"594,47,1654,1412,1475,1312,1234,283,1949,2465",10
1641_D,1126,"1992,589,2229,2299,2364,2457,377,1623,1555,1998",10
1482_B,1997,"1483,1791,875,2459,1434,2365,1707,793,356,51",10
785_D,1426,"28,455,773,2499,2570,464,2341,35,1087,1907",10
1723_C,2131,"871,911,220,2225,1153,74,373,315,969,107",10
1022_B,1288,"1025,1430,1943,810,1842,444,2564,1532,561,1224",10
483_A,828,"618,982,709,1802,1984,1668,2105,686,2204,2072",10
1316_B,1885,"2512,2524,199,775,1921,2473,561,1814,944,964",10
990_C,986,"1173,2034,1046,1207,58,893,20,2484,1492,1142",10
23_D,2437,"2492,2032,1945,2145,1530,1187,1784,1488,1603,1832",10
72_B,2113,"422,2083,1139,1304,2365,1810,2508,2443,287,1219",10
1784_D,1883,"2103,2332,1175,1788,2353,2353,305,396,2450,2388",10
911_D,1416,"2326,1319,2085,220,1911,2389,2270,2285,1026,931",10
759_B,709,"1295,828,1802,1514,561,1814,2278,1634,2173,1576",10
1724_D,2565,"2546,1016,22,874,2395,2375,1244,2136,840,1317",10
1137_D,2516,"1906,1942,620,2106,1570,1669,33,280,1363,1707",10
863_B,1416,"1374,408,2326,1319,2085,27,2173,1549,1008,2066",10
1353_A,2512,"812,1030,2571,2559,752,2082,19,1921,561,2278",10
37_A,848,"2021,2307,1542,2398,1075,1429,1057,659,749,1469",10
1676_B,1645,"1954,1120,187,2067,1096,2505,2505,1210,1520,441",10
504_B,224,"1697,1345,583,2527,510,492,141,265,2080,379",10
297_A,1393,"1790,620,2516,43,1370,2106,1570,2137,1480,2394",10
1274_C,287,"2155,642,1285,2443,283,1949,1541,2465,282,1584",10
1191_A,1924,"662,1458,49,1717,1566,1219,1729,2278,196,1266",10
1860_D,245,"676,1024,170,1138,1017,1219,1266,1294,1729,561",10
684_A,2203,"539,285,2346,1730,2044,587,1378,1978,831,2278",10
863_D,1374,"1416,408,1280,1812,317,27,2173,1549,1008,2066",10
1814_D,1066,"1811,638,1534,1800,488,488,1634,2278,561,1972",10
1189_C,1764,"1814,1809,1047,644,2314,717,561,2278,1839,2100",10
741_A,196,"68,1834,1091,2519,2209,661,661,1219,1729,1773",10
1011_A,2155,"642,797,2026,772,898,282,283,1949,2014,1475",10
944_C,553,"1834,835,68,196,759,2519,2209,1219,1311,1729",10
183_B,1252,"2072,653,305,1325,686,646,1985,808,159,590",10
1687_C,388,"1103,2107,2185,1135,2469,2053,2109,2323,1384,781",10
1560_A,915,"1422,1725,1167,2050,1782,719,1183,996,1219,441",10
864_B,1291,"2573,1776,337,57,379,156,2060,1219,569,384",10
1631_A,1216,"1784,1688,1136,1586,2443,2508,1029,2060,1939,384",10
869_B,2006,"1522,650,2259,41,1006,1560,1502,2159,1015,377",10
252_C,2436,"1168,1701,1448,2070,866,379,265,1512,1755,141",10
1676_C,1120,"1954,1645,2067,738,846,2505,187,1210,1520,441",10
69_C,906,"1653,2166,1560,1910,561,148,1219,2024,2100,360",10
945_A,1449,"322,822,1379,488,1869,1972,1634,1773,399,2278",10
1434_D,1164,"250,469,804,1198,1198,2475,1821,2513,2139,81",10
871_A,910,"18,867,554,743,686,2204,2072,1565,459,1802",10
1485_B,55,"1082,1282,2566,745,1386,1543,992,1219,561,2269",10
1164_D,2318,"1183,23,11,417,2095,1102,1029,1586,989,600",10
342_B,599,"1440,1202,219,725,1344,1071,356,1942,640,1964",10
327_A,1379,"1605,1988,1402,794,123,2392,1315,2033,1163,1165",10
511_C,1048,"32,1463,1916,1812,1549,1980,633,1566,1978,749",10
201_D,2511,"2113,2432,1832,1180,780,2500,1849,379,1390,2060",10
649_D,638,"2051,1510,1247,2359,1976,1124,2278,579,301,1634",10
259_C,767,"161,737,1718,508,963,427,427,299,1107,2507",10
947_A,762,"557,331,1614,830,1610,541,1554,2215,817,1693",10
591_D,648,"910,746,554,1423,2056,2056,1545,192,1335,686",10
25_C,2359,"509,1259,1510,638,1540,2507,1037,489,1585,119",10
1013_C,1513,"2137,1917,83,114,281,1419,1389,1425,1868,977",10
942_B,1487,"1537,2042,2577,876,2425,224,379,156,141,1012",10
1025_B,384,"1464,2060,569,1020,967,1219,156,1729,379,1224",10
768_D,126,"1533,1416,1125,2326,228,1773,2402,45,1408,673",10
633_C,969,"2539,132,373,74,1153,1729,1219,1388,1735,1044",10
432_A,481,"391,520,516,566,2515,1294,2443,2508,1219,1308",10
1523_A,1146,"370,930,614,2077,1110,2291,1219,1729,1266,94",10
235_C,2265,"1222,2364,724,2325,1794,2065,2548,1511,1132,1409",10
1324_D,1646,"624,1302,312,735,499,372,1219,2100,2278,1972",10
189_B,736,"1507,1135,2566,286,834,2376,81,2475,849,1821",10
1632_B,1116,"2085,2098,1416,400,346,2291,519,1729,68,1644",10
492_D,1960,"1292,1539,1683,1851,1940,271,307,653,1325,590",10
1617_B,609,"1621,2399,1976,1008,1152,1156,2278,1578,1241,1576",10
533_C,438,"1549,260,1427,1618,2134,1911,2398,79,2066,346",10
77_A,925,"1917,1607,182,585,708,2214,1389,977,432,2184",10
934_B,1458,"1924,49,25,1543,1308,1219,2443,2508,1586,642",10
1456_C,2445,"1664,64,2316,909,458,1948,2389,2270,575,2285",10
220_C,306,"36,264,1934,2442,1498,645,1122,2188,1281,204",10
1539_A,603,"248,1329,2543,924,635,1000,1769,463,1770,561",10
1218_B,1831,"1043,1180,2493,206,1219,1783,2241,561,1370,764",10
2_C,1287,"1073,365,2151,676,632,1059,188,2278,1219,561",10
481_B,2185,"2237,1245,1937,971,1518,561,1365,2323,2298,2148",10
1366_A,1720,"1115,1716,1394,1055,834,2376,2472,672,849,713",10
1608_A,2101,"2469,2054,971,2520,1079,1282,1135,1435,1805,1978",10
1065_B,1568,"1144,2127,642,2113,2301,2301,287,1285,1139,2508",10
242_D,1158,"2503,2584,2429,1972,1219,1125,1773,1634,1978,2278",10
563_B,2586,"1971,1999,561,1680,256,256,1049,835,1219,1729",10
914_D,1661,"1763,1686,814,459,2193,1746,1741,1229,1685,1944",10
199_D,1263,"525,2537,1459,754,2017,2541,2278,561,857,2248",10
983_B,1332,"2414,234,1898,2305,1342,2093,1648,1219,835,1978",10
1517_C,2046,"1641,1644,2422,1872,1256,519,536,2586,1834,68",10
1858_B,1029,"582,179,156,1102,2318,1586,1219,1939,2060,1729",10
375_A,181,"110,946,735,1129,1707,1543,432,992,2184,280",10
656_A,183,"2576,2583,2489,586,1427,1884,484,1881,1032,1012",10
1317_B,201,"1529,1278,1775,369,1248,1394,857,1219,2278,561",10
1865_D,1258,"2442,1500,264,2093,1181,1382,293,1117,1318,1498",10
618_B,800,"2361,2039,1965,292,1786,658,1396,2368,1759,2191",10
1417_D,1530,"2437,2526,1559,989,1603,2492,1037,284,2032,2508",10
1181_C,1043,"2557,1618,2576,1219,1783,2241,450,1370,690,420",10
778_D,1017,"1130,79,1540,340,245,1219,1266,1254,2291,2278",10
221_C,1677,"1177,691,2319,397,365,632,1059,2151,188,1200",10
1654_D,832,"2349,250,707,495,2547,2520,383,1772,1219,136",10
629_D,1622,"67,1270,39,308,376,804,1396,2278,2023,1972",10
398_C,1824,"1793,670,878,2109,1282,1435,2469,1135,1805,1978",10
1759_C,635,"1769,804,248,1445,2331,924,603,1260,1000,1219",10
1772_C,2341,"773,534,2236,841,35,355,1426,1907,654,464",10
137_A,11,"2095,1586,417,918,1488,1139,561,642,156,2443",10
478_A,123,"1315,1591,2033,2392,322,561,2278,2402,1983,2311",10
511_A,32,"1048,1137,27,1012,1549,1980,633,1566,749,1978",10
857_A,834,"2317,713,672,2126,1720,2376,2472,81,1631,2284",10
100_B,1396,"1326,463,292,679,2023,248,635,1769,1770,924",10
1138_D,2398,"2307,848,1593,1540,363,80,891,1469,59,633",10
1223_C,2519,"68,661,196,1091,2209,835,759,1219,536,519",10
1093_B,1264,"1186,1364,2198,1306,1966,997,565,1560,953,1457",10
773_D,1074,"1120,1645,565,2326,147,474,1484,1520,1210,441",10
1714_B,2399,"381,1156,1621,609,1976,1152,234,2278,561,1578",10
182_A,547,"2549,113,688,320,1421,838,418,1755,1766,265",10
601_C,1746,"1686,1661,1741,1763,1685,1944,561,1229,814,1271",10
1334_B,2569,"2161,764,1783,2241,374,1927,2394,789,270,1370",10
822_B,2544,"1436,76,1832,332,383,1456,2508,2443,1777,492",10
647_A,19,"2082,754,93,429,1774,349,937,44,1323,703",10
1106_B,404,"1819,2466,1738,501,809,1181,1024,2031,1279,1970",10
775_C,427,"161,1013,2246,767,767,299,1107,2507,2149,1179",10
1796_C,1192,"1321,1069,595,1931,2189,2365,1707,646,793,635",10
331_D,1920,"1227,2349,2482,279,960,1219,2443,2508,1543,2268",10
626_A,2302,"660,1550,1357,2415,1527,304,686,398,1318,584",10
863_C,408,"1416,1374,1280,1812,1976,27,2173,1549,1008,2066",10
1238_D,389,"727,2221,636,1091,298,1219,835,1311,68,1773",10
1209_D,2296,"1882,2489,254,271,2446,478,2228,713,1410,1631",10
1391_A,1766,"1803,1256,1235,688,265,1755,2070,1735,2436,2142",10
783_B,141,"166,2080,117,1056,1537,1537,379,1012,1735,1044",10
1597_D,127,"136,1840,1609,1208,1038,314,400,2441,593,1012",10
1055_B,1655,"896,1218,1246,1184,1773,749,1048,1978,2278,1088",10
1346_B,1869,"2461,152,2030,1667,1449,1981,399,2448,1972,2278",10
108_A,2143,"583,911,2085,871,1416,974,74,315,373,1153",10
1550_C,2084,"2582,2571,1865,2480,488,561,1634,1219,2291,1814",10
1752_B,1513,"2491,1917,83,114,925,1139,708,642,2232,1389",10
1012_B,1443,"2008,400,593,452,418,346,519,2085,1093,340",10
1570_A,879,"617,2530,1971,334,656,1026,2270,2389,2285,575",10
1515_B,601,"211,284,1559,919,1731,747,1603,1674,179,2492",10
1683_C,1294,"1196,511,1082,195,832,1219,1139,2443,2508,569",10
87_C,212,"379,156,1036,1133,2043,2043,1044,1239,1512,1735",10
387_B,1864,"1918,499,2262,498,1104,606,2208,624,221,1986",10
1514_B,2092,"2112,145,2206,308,376,2023,531,1710,914,2138",10
117_B,105,"2356,1646,327,2578,2163,499,1015,312,372,624",10
1381_C,452,"775,1443,593,835,1219,1278,68,1908,1729,857",10
1072_D,872,"864,1188,1588,591,1707,1290,1250,921,640,2251",10
380_D,39,"61,1341,67,1622,1730,1383,145,2092,1270,2023",10
10_C,583,"2143,2119,911,974,1416,74,315,373,894,107",10
130_C,2475,"1213,2513,1821,2139,2220,1716,2058,849,2376,1925",10
1314_C,2110,"2260,1473,995,505,2038,239,2340,1950,1219,1689",10
759_C,1295,"709,1802,1565,584,561,1814,2278,1634,2173,1576",10
1264_C,1066,"1811,638,1534,1634,2278,561,2173,1972,1814,1773",10
1521_A,2504,"2533,1670,1634,2283,1527,935,1117,535,2397,398",10
31_C,1272,"704,1651,2254,716,1619,1151,2514,549,1547,1183",10
1760_B,44,"578,2011,349,1676,703,937,2082,2384,482,1459",10
223_A,77,"2270,2532,656,1026,2285,617,657,2306,458,2389",10
315_A,172,"715,1206,1916,1081,2170,633,2488,1566,749,1119",10
1522_A,1118,"2153,678,2198,2508,31,2443,1586,2196,1761,248",10
767_D,1509,"1895,570,2312,1318,1382,293,1117,1281,2283,85",10
625_A,619,"2123,1398,854,1070,2206,1396,804,1759,2368,679",10
1796_B,1321,"1192,1069,235,2156,1505,2365,1707,646,793,635",10
1600_B,2043,"212,214,1162,379,379,156,561,1044,1239,2425",10
258_B,488,"2051,1226,1011,1679,1670,1066,1634,561,2278,1814",10
1715_B,2447,"1208,1609,722,1840,1467,1792,127,1549,857,1773",10
1530_C,1172,"2085,261,2017,729,902,2326,74,346,1666,373",10
841_B,1616,"2094,437,344,1757,561,1219,840,2100,2409,1599",10
371_C,860,"1779,421,105,532,821,2267,1056,2334,1633,1061",10
1483_B,659,"249,1001,1523,606,2190,2190,856,1057,50,1128",10
1779_D,870,"2007,450,555,816,1395,207,1608,1959,1837,43",10
973_C,1756,"1270,1965,364,2039,1204,619,145,2191,1622,1341",10
33_C,961,"218,62,949,1386,1224,179,1939,1456,1586,1029",10
14_C,1529,"1248,1775,739,2033,1315,201,1394,857,1219,2278",10
388_D,2412,"2330,1359,1402,1272,739,2033,2162,399,2187,1035",10
4_D,1818,"1160,696,1102,2547,2520,835,1311,1219,1278,857",10
297_C,1790,"1393,1480,1570,910,1370,2106,2137,2394,789,561",10
1641_C,1992,"1126,589,1186,1364,2470,377,2457,1555,1623,1219",10
524_D,2230,"2487,391,68,636,1219,835,1729,1278,857,1091",10
1743_C,904,"890,247,2276,1596,2160,914,531,2112,177,2023",10
1678_A,509,"790,119,1037,489,989,2507,1585,600,2492,552",10
378_C,2368,"2308,292,1786,1264,2152,377,2457,392,1128,1998",10
153_B,1717,"1922,195,429,1924,1360,1219,2278,1130,1729,857",10
1660_B,2326,"1695,1416,1074,1063,1690,1690,1644,2046,2586,536",10
404_D,1164,"1198,250,469,804,2228,976,2475,1821,2513,2139",10
884_B,565,"1280,1980,1074,1576,2326,2134,234,1549,2066,579",10
447_C,2087,"1085,1651,199,2488,948,835,1219,759,1278,1729",10
725_A,481,"458,520,516,566,674,674,2270,2389,2285,1026",10
59_D,1601,"2206,1313,2138,329,1033,914,1710,2023,2112,531",10
737_D,1140,"2384,1676,19,44,146,414,482,1459,937,703",10
526_A,2303,"251,1982,1215,673,1029,2443,2508,1586,582,2318",10
73_C,1248,"1988,2392,1809,1315,322,1861,1705,123,2033,1165",10
921_D,2330,"1675,739,2033,1402,1861,2162,399,2254,2412,1529",10
1651_A,515,"1370,1041,2432,1180,1348,85,2156,2174,1791,570",10
813_B,1508,"164,1794,1563,965,111,1575,1409,1219,2367,1255",10
1473_A,1150,"2071,787,804,276,499,561,1986,312,221,2278",10
1153_B,1851,"1539,2394,1176,2493,1940,1009,646,793,1279,2189",10
1482_C,1483,"1997,1791,426,875,309,2365,1707,793,356,51",10
765_C,2025,"2241,1959,313,1927,1783,374,1370,1851,2394,1837",10
1576_D,2454,"2336,625,532,1071,1897,434,1707,280,1588,899",10
727_D,2389,"940,2270,2285,879,617,2376,81,2475,561,1729",10
1017_A,2217,"38,1282,1937,941,1360,1852,1219,742,2278,561",10
1178_B,1606,"2256,2372,103,418,838,1666,1755,1432,2277,265",10
1597_B,136,"127,1840,2339,947,176,314,400,2441,593,1038",10
156_A,1104,"606,1915,2075,1166,2178,1075,2034,2484,825,1142",10
903_A,1836,"268,2464,2261,576,2210,470,1370,287,226,1707",10
504_C,1697,"224,1191,2263,1316,510,492,141,265,2080,379",10
86_B,217,"29,1463,1980,317,1655,202,1048,1773,1909,1566",10
148_A,760,"1424,2242,1715,2308,2579,1841,679,579,1057,749",10
1786_B,70,"2196,1527,1769,1761,31,1977,1538,1839,1586,1407",10
207_D,220,"373,1911,911,2143,74,315,1666,2488,969,536",10
1452_C,176,"1924,2339,136,385,279,960,1219,383,1772,947",10
95_D,105,"372,312,327,2578,2163,499,624,1302,2100,1646",10
520_B,1730,"2346,285,587,1708,2481,1978,1773,2552,2278,1972",10
